d_id,d_title,d_name,u_id,u_name,u_age,rating,age_limit
61,Witness for the Prosecution,Billy Wilder,23,Jay,53,1,7
23,Inglourious Basterds,Quentin Tarantino,48,Frank,43,3,15
3,American History X,Tony Kaye,21,Megan,40,3,18
84,Irudhi Suttru,Sudha Kongara,26,Jennifer,37,3,18
8,Ayla: The Daughter of War,Can Ulkay,15,Amber,34,5,12
63,Snowpiercer,Bong Joon Ho,34,Victoria,54,4,7
23,Inglourious Basterds,Quentin Tarantino,41,Michael,58,3,15
40,Soorarai Pottru,Sudha Kongara,41,Michael,58,5,15
27,Miracle in cell NO.7,Mehmet Ada _ztekin,35,John,26,1,15
89,The Majestic,Frank Darabont,15,Amber,34,3,7
29,Mononoke-hime,Hayao Miyazaki,5,Lori,35,4,0
76,Milk,Gus Van Sant,31,Michelle,47,5,15
67,Lakeview Terrace,Tony Kaye,11,Bryan,54,3,15
62,Mother,Bong Joon Ho,47,Luis,32,1,0
91,The Tourist,Florian Henckel von Donnersmarck,17,Anna,38,5,15
58,Tumbbad,Rahi Anil Barve,39,Elizabeth,24,5,15
97,Double Indemnity,Billy Wilder,3,Travis,21,4,19
60,WALL·E,Andrew Stanton,38,Barbara,47,2,7
16,Fight Club,David Fincher,23,Jay,53,5,18
38,Shichinin no samurai,Akira Kurosawa,3,Travis,21,3,12
3,American History X,Tony Kaye,42,Gary,19,4,18
59,Vikram Vedha,Gayatri,34,Victoria,54,2,19
15,Eternal Sunshine of the Spotless Mind,Michel Gondry,46,Ashley,26,1,12
70,Turkish Ice-Cream,Can Ulkay,44,Sherry,56,1,18
39,Snatch,Guy Ritchie,29,Angel,36,2,7
72,Yankee Doodle Dandy,Michael Curtiz,28,Sarah,33,5,19
81,Black Swan,Darren Aronofsky,19,Kristin,55,3,7
19,Good Will Hunting,Gus Van Sant,7,Matthew,29,3,12
34,Raiders of the Lost Ark,Steven Spielberg,8,James,33,3,15
89,The Majestic,Frank Darabont,38,Barbara,47,2,7
12,Coco,Lee Unkrich,8,James,33,4,0
55,The Matrix,Lana Wachowski,21,Megan,40,5,7
41,Spider-Man: Into the Spider-Verse,Bob Persichetti,47,Luis,32,4,15
68,Chupke Chupke,Hrishikesh Mukherjee,22,Rachel,29,4,15
59,Vikram Vedha,Gayatri,12,Emma,26,2,19
39,Snatch,Guy Ritchie,23,Jay,53,5,7
23,Inglourious Basterds,Quentin Tarantino,27,Billy,27,4,15
43,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,37,Christine,58,1,19
85,The Little Prince,Bob Persichetti,40,Tyler,20,2,7
16,Fight Club,David Fincher,34,Victoria,54,3,18
55,The Matrix,Lana Wachowski,1,Cory,53,3,7
29,Mononoke-hime,Hayao Miyazaki,13,Jennifer,30,2,0
2,Alien,Ridley Scott,6,Megan,41,3,18
3,American History X,Tony Kaye,16,Jessica,44,5,18
34,Raiders of the Lost Ark,Steven Spielberg,3,Travis,21,5,15
41,Spider-Man: Into the Spider-Verse,Bob Persichetti,40,Tyler,20,2,15
96,Finding Nemo,Andrew Stanton,26,Jennifer,37,3,0
26,La vita è bella,Roberto Benigni,30,Steven,8,5,7
43,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,14,Angela,58,1,19
19,Good Will Hunting,Gus Van Sant,44,Sherry,56,1,12
31,Once Upon a Time in America,Sergio Leone,4,William,8,1,7
36,Saving Private Ryan,Steven Spielberg,38,Barbara,47,1,0
65,Beauty and the Beast,Roger Allers,2,Nichole,8,1,7
43,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,40,Tyler,20,3,19
46,The Departed,Martin Scorsese,13,Jennifer,30,1,15
12,Coco,Lee Unkrich,11,Bryan,54,4,0
54,The Lord of the Rings: The Return of the King,Peter Jackson,37,Christine,58,3,0
56,The Shining,Stanley Kubrick,7,Matthew,29,1,15
26,La vita è bella,Roberto Benigni,42,Gary,19,2,7
96,Finding Nemo,Andrew Stanton,24,Bradley,42,3,0
94,Ship of Theseus,Rahi Anil Barve,26,Jennifer,37,5,15
81,Black Swan,Darren Aronofsky,45,Jeffrey,38,1,7
52,The Lives of Others,Florian Henckel von Donnersmarck,14,Angela,58,3,12
2,Alien,Ridley Scott,37,Christine,58,3,18
49,The Green Mile,Frank Darabont,3,Travis,21,1,12
81,Black Swan,Darren Aronofsky,29,Angel,36,5,7
97,Double Indemnity,Billy Wilder,38,Barbara,47,1,19
39,Snatch,Guy Ritchie,14,Angela,58,5,7
55,The Matrix,Lana Wachowski,24,Bradley,42,1,7
17,Gisaengchung,Bong Joon Ho,37,Christine,58,3,18
33,Paths of Glory,Stanley Kubrick,21,Megan,40,5,18
4,Anand,Hrishikesh Mukherjee,38,Barbara,47,5,7
67,Lakeview Terrace,Tony Kaye,10,Matthew,56,5,15
53,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,45,Jeffrey,38,2,18
54,The Lord of the Rings: The Return of the King,Peter Jackson,1,Cory,53,1,0
57,The Usual Suspects,Bryan Singer,30,Steven,8,3,0
78,Mr. Smith Goes to Washington,Frank Capra,3,Travis,21,4,19
36,Saving Private Ryan,Steven Spielberg,28,Sarah,33,3,0
94,Ship of Theseus,Rahi Anil Barve,15,Amber,34,4,15
42,Star Wars,George Lucas,15,Amber,34,4,19
3,American History X,Tony Kaye,29,Angel,36,4,18
81,Black Swan,Darren Aronofsky,6,Megan,41,3,7
53,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,28,Sarah,33,1,18
87,Never Say Never Again,Irvin Kershner,3,Travis,21,4,15
18,Gladiator,Ridley Scott,46,Ashley,26,5,15
7,Avengers: Infinity War,Anthony Russo,45,Jeffrey,38,4,18
55,The Matrix,Lana Wachowski,42,Gary,19,3,7
19,Good Will Hunting,Gus Van Sant,32,John,54,4,12
21,Hotaru no haka,Isao Takahata,5,Lori,35,1,18
86,American Graffiti,George Lucas,10,Matthew,56,5,7
5,Andhadhun,Sriram Raghavan,37,Christine,58,3,15
75,Se7en,David Fincher,47,Luis,32,1,7
76,Milk,Gus Van Sant,45,Jeffrey,38,3,15
48,The Great Dictator,Charles Chaplin,30,Steven,8,4,0
9,Capharnaüm,Nadine Labaki,49,Tiffany,23,3,18
17,Gisaengchung,Bong Joon Ho,47,Luis,32,5,18
50,The Intouchables,Olivier Nakache,31,Michelle,47,2,18
35,Requiem for a Dream,Darren Aronofsky,26,Jennifer,37,3,0
77,My Neighbors the Yamadas,Isao Takahata,8,James,33,4,7
49,The Green Mile,Frank Darabont,28,Sarah,33,3,12
21,Hotaru no haka,Isao Takahata,24,Bradley,42,1,18
91,The Tourist,Florian Henckel von Donnersmarck,50,Martin,28,1,15
5,Andhadhun,Sriram Raghavan,6,Megan,41,3,15
61,Witness for the Prosecution,Billy Wilder,21,Megan,40,4,7
57,The Usual Suspects,Bryan Singer,16,Jessica,44,5,0
13,Django Unchained,Quentin Tarantino,8,James,33,2,12
9,Capharnaüm,Nadine Labaki,21,Megan,40,3,18
32,Once Upon a Time in the West,Sergio Leone,22,Rachel,29,2,19
49,The Green Mile,Frank Darabont,44,Sherry,56,4,12
43,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,20,Kelly,33,1,19
39,Snatch,Guy Ritchie,43,Richard,8,4,7
58,Tumbbad,Rahi Anil Barve,24,Bradley,42,3,15
14,2001: A Space Odyssey,Stanley Kubrick,38,Barbara,47,3,12
77,My Neighbors the Yamadas,Isao Takahata,45,Jeffrey,38,3,7
81,Black Swan,Darren Aronofsky,41,Michael,58,2,7
28,Modern Times,Charles Chaplin,26,Jennifer,37,2,18
6,Avengers: Endgame,Anthony Russo,31,Michelle,47,1,15
12,Coco,Lee Unkrich,14,Angela,58,5,0
56,The Shining,Stanley Kubrick,1,Cory,53,4,15
9,Capharnaüm,Nadine Labaki,19,Kristin,55,1,18
80,The Handmaiden,Chan-wook Park,14,Angela,58,2,19
14,2001: A Space Odyssey,Stanley Kubrick,29,Angel,36,4,12
34,Raiders of the Lost Ark,Steven Spielberg,37,Christine,58,5,15
36,Saving Private Ryan,Steven Spielberg,42,Gary,19,1,0
70,Turkish Ice-Cream,Can Ulkay,41,Michael,58,1,18
20,Goodfellas,Martin Scorsese,16,Jessica,44,2,19
54,The Lord of the Rings: The Return of the King,Peter Jackson,4,William,8,1,0
49,The Green Mile,Frank Darabont,17,Anna,38,1,12
10,Casablanca,Michael Curtiz,8,James,33,3,18
82,Rashomon,Akira Kurosawa,50,Martin,28,3,15
16,Fight Club,David Fincher,12,Emma,26,2,18
82,Rashomon,Akira Kurosawa,17,Anna,38,3,15
92,Jupiter Ascending,Lana Wachowski,39,Elizabeth,24,5,19
95,Pushkar,Gayatri,50,Martin,28,2,0
86,American Graffiti,George Lucas,21,Megan,40,4,7
75,Se7en,David Fincher,20,Kelly,33,1,7
53,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,19,Kristin,55,3,18
66,Road to Perdition,Sam Mendes,8,James,33,4,15
81,Black Swan,Darren Aronofsky,17,Anna,38,1,7
63,Snowpiercer,Bong Joon Ho,36,Christopher,22,3,7
53,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,16,Jessica,44,3,18
48,The Great Dictator,Charles Chaplin,36,Christopher,22,4,0
11,City Lights,Charles Chaplin,35,John,26,3,7
62,Mother,Bong Joon Ho,15,Amber,34,5,0
60,WALL·E,Andrew Stanton,19,Kristin,55,4,7
72,Yankee Doodle Dandy,Michael Curtiz,45,Jeffrey,38,5,19
84,Irudhi Suttru,Sudha Kongara,20,Kelly,33,2,18
44,The Dark Knight,Christopher Nolan,44,Sherry,56,3,19
73,Toy Story 3,Lee Unkrich,43,Richard,8,5,0
4,Anand,Hrishikesh Mukherjee,4,William,8,3,7
51,The Lion King,Roger Allers,14,Angela,58,3,0
62,Mother,Bong Joon Ho,6,Megan,41,2,0
21,Hotaru no haka,Isao Takahata,11,Bryan,54,1,18
84,Irudhi Suttru,Sudha Kongara,19,Kristin,55,4,18
74,The Science of Sleep,Michel Gondry,46,Ashley,26,3,15
64,Open Season,Roger Allers,28,Sarah,33,4,18
84,Irudhi Suttru,Sudha Kongara,41,Michael,58,1,18
35,Requiem for a Dream,Darren Aronofsky,11,Bryan,54,3,0
55,The Matrix,Lana Wachowski,41,Michael,58,2,7
26,La vita è bella,Roberto Benigni,7,Matthew,29,5,7
70,Turkish Ice-Cream,Can Ulkay,10,Matthew,56,3,18
59,Vikram Vedha,Gayatri,10,Matthew,56,4,19
28,Modern Times,Charles Chaplin,6,Megan,41,5,18
25,La vita e bella,Roberto Benigni,47,Luis,32,4,19
11,City Lights,Charles Chaplin,19,Kristin,55,4,7
18,Gladiator,Ridley Scott,42,Gary,19,3,15
48,The Great Dictator,Charles Chaplin,20,Kelly,33,4,0
35,Requiem for a Dream,Darren Aronofsky,4,William,8,4,0
54,The Lord of the Rings: The Return of the King,Peter Jackson,12,Emma,26,2,0
79,My Father and My Son,Mehmet Ada Öztekin,39,Elizabeth,24,1,19
46,The Departed,Martin Scorsese,24,Bradley,42,5,15
84,Irudhi Suttru,Sudha Kongara,34,Victoria,54,3,18
41,Spider-Man: Into the Spider-Verse,Bob Persichetti,46,Ashley,26,2,15
4,Anand,Hrishikesh Mukherjee,45,Jeffrey,38,4,7
59,Vikram Vedha,Gayatri,38,Barbara,47,2,19
89,The Majestic,Frank Darabont,17,Anna,38,2,7
53,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,34,Victoria,54,4,18
67,Lakeview Terrace,Tony Kaye,28,Sarah,33,3,15
31,Once Upon a Time in America,Sergio Leone,20,Kelly,33,2,7
91,The Tourist,Florian Henckel von Donnersmarck,29,Angel,36,5,15
52,The Lives of Others,Florian Henckel von Donnersmarck,39,Elizabeth,24,1,12
8,Ayla: The Daughter of War,Can Ulkay,19,Kristin,55,1,12
75,Se7en,David Fincher,50,Martin,28,3,7
82,Rashomon,Akira Kurosawa,26,Jennifer,37,2,15
20,Goodfellas,Martin Scorsese,44,Sherry,56,2,19
52,The Lives of Others,Florian Henckel von Donnersmarck,27,Billy,27,4,12
1,1917,Sam Mendes,46,Ashley,26,4,15
72,Yankee Doodle Dandy,Michael Curtiz,50,Martin,28,5,19
35,Requiem for a Dream,Darren Aronofsky,36,Christopher,22,2,0
66,Road to Perdition,Sam Mendes,6,Megan,41,4,15
31,Once Upon a Time in America,Sergio Leone,49,Tiffany,23,3,7
34,Raiders of the Lost Ark,Steven Spielberg,26,Jennifer,37,3,15
75,Se7en,David Fincher,7,Matthew,29,1,7
78,Mr. Smith Goes to Washington,Frank Capra,27,Billy,27,1,19
5,Andhadhun,Sriram Raghavan,17,Anna,38,5,15
60,WALL·E,Andrew Stanton,33,Frank,36,3,7
84,Irudhi Suttru,Sudha Kongara,16,Jessica,44,3,18
84,Irudhi Suttru,Sudha Kongara,17,Anna,38,2,18
82,Rashomon,Akira Kurosawa,9,Christopher,55,2,15
61,Witness for the Prosecution,Billy Wilder,4,William,8,2,7
36,Saving Private Ryan,Steven Spielberg,17,Anna,38,1,0
29,Mononoke-hime,Hayao Miyazaki,30,Steven,8,1,0
85,The Little Prince,Bob Persichetti,33,Frank,36,5,7
18,Gladiator,Ridley Scott,21,Megan,40,3,15
61,Witness for the Prosecution,Billy Wilder,6,Megan,41,5,7
23,Inglourious Basterds,Quentin Tarantino,23,Jay,53,1,15
31,Once Upon a Time in America,Sergio Leone,36,Christopher,22,1,7
69,Johnny Gaddaar,Sriram Raghavan,10,Matthew,56,5,15
15,Eternal Sunshine of the Spotless Mind,Michel Gondry,1,Cory,53,4,12
10,Casablanca,Michael Curtiz,11,Bryan,54,1,18
81,Black Swan,Darren Aronofsky,20,Kelly,33,4,7
3,American History X,Tony Kaye,12,Emma,26,1,18
95,Pushkar,Gayatri,13,Jennifer,30,3,0
80,The Handmaiden,Chan-wook Park,39,Elizabeth,24,1,19
71,Where Do We Go Now?,Nadine Labaki,17,Anna,38,2,12
45,The Dark Knight Rises,Christopher Nolan,10,Matthew,56,4,12
60,WALL·E,Andrew Stanton,24,Bradley,42,2,7
96,Finding Nemo,Andrew Stanton,8,James,33,2,0
85,The Little Prince,Bob Persichetti,3,Travis,21,2,7
16,Fight Club,David Fincher,20,Kelly,33,4,18
54,The Lord of the Rings: The Return of the King,Peter Jackson,46,Ashley,26,2,0
32,Once Upon a Time in the West,Sergio Leone,3,Travis,21,3,19
78,Mr. Smith Goes to Washington,Frank Capra,35,John,26,2,19
2,Alien,Ridley Scott,9,Christopher,55,5,18
43,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,47,Luis,32,3,19
78,Mr. Smith Goes to Washington,Frank Capra,19,Kristin,55,3,19
73,Toy Story 3,Lee Unkrich,37,Christine,58,1,0
19,Good Will Hunting,Gus Van Sant,42,Gary,19,1,12
17,Gisaengchung,Bong Joon Ho,41,Michael,58,5,18
91,The Tourist,Florian Henckel von Donnersmarck,3,Travis,21,3,15
96,Finding Nemo,Andrew Stanton,2,Nichole,8,4,0
29,Mononoke-hime,Hayao Miyazaki,49,Tiffany,23,4,0
93,Valkyrie,Bryan Singer,17,Anna,38,2,19
88,Apocalypse Now,Francis Ford Coppola,34,Victoria,54,4,7
40,Soorarai Pottru,Sudha Kongara,12,Emma,26,3,15
97,Double Indemnity,Billy Wilder,19,Kristin,55,5,19
39,Snatch,Guy Ritchie,8,James,33,4,7
76,Milk,Gus Van Sant,20,Kelly,33,3,15
78,Mr. Smith Goes to Washington,Frank Capra,47,Luis,32,5,19
5,Andhadhun,Sriram Raghavan,11,Bryan,54,2,15
14,2001: A Space Odyssey,Stanley Kubrick,22,Rachel,29,5,12
51,The Lion King,Roger Allers,24,Bradley,42,4,0
54,The Lord of the Rings: The Return of the King,Peter Jackson,25,Zachary,8,5,0
9,Capharnaüm,Nadine Labaki,39,Elizabeth,24,1,18
47,The Godfather: Part II,Francis Ford Coppola,6,Megan,41,1,15
67,Lakeview Terrace,Tony Kaye,1,Cory,53,2,15
39,Snatch,Guy Ritchie,30,Steven,8,3,7
95,Pushkar,Gayatri,2,Nichole,8,3,0
60,WALL·E,Andrew Stanton,2,Nichole,8,2,7
88,Apocalypse Now,Francis Ford Coppola,45,Jeffrey,38,4,7
4,Anand,Hrishikesh Mukherjee,42,Gary,19,3,7
18,Gladiator,Ridley Scott,31,Michelle,47,1,15
31,Once Upon a Time in America,Sergio Leone,9,Christopher,55,3,7
76,Milk,Gus Van Sant,24,Bradley,42,3,15
16,Fight Club,David Fincher,14,Angela,58,5,18
77,My Neighbors the Yamadas,Isao Takahata,10,Matthew,56,1,7
63,Snowpiercer,Bong Joon Ho,14,Angela,58,2,7
72,Yankee Doodle Dandy,Michael Curtiz,48,Frank,43,3,19
62,Mother,Bong Joon Ho,30,Steven,8,3,0
33,Paths of Glory,Stanley Kubrick,27,Billy,27,3,18
55,The Matrix,Lana Wachowski,3,Travis,21,3,7
74,The Science of Sleep,Michel Gondry,37,Christine,58,2,15
93,Valkyrie,Bryan Singer,10,Matthew,56,5,19
91,The Tourist,Florian Henckel von Donnersmarck,27,Billy,27,1,15
70,Turkish Ice-Cream,Can Ulkay,18,Daniel,53,2,18
89,The Majestic,Frank Darabont,46,Ashley,26,5,7
96,Finding Nemo,Andrew Stanton,6,Megan,41,4,0
27,Miracle in cell NO.7,Mehmet Ada _ztekin,29,Angel,36,5,15
8,Ayla: The Daughter of War,Can Ulkay,36,Christopher,22,5,12
